time,hdop,satellites,total_satellites,vdop,GPS,GLONASS,Galileo,Beidou
20:18:50,0.89,12,,,,,,
20:18:51,0.89,12,,,,,,
20:18:52,0.89,12,,,,,,
20:18:53,0.89,12,7,,0,3,0,0
20:18:54,0.89,12,,,,,,
20:18:55,0.89,12,,,,,,
20:18:56,0.89,12,,,,,,
20:18:57,0.89,12,,,,,,
20:18:58,0.89,12,7,,0,3,0,0
20:18:59,0.89,12,,,,,,
20:19:00,0.89,12,,,,,,
20:19:01,0.89,12,,,,,,
20:19:02,0.89,12,,,,,,
20:19:03,0.89,12,7,,0,3,0,0
20:19:04,0.89,12,,,,,,
20:19:05,0.89,12,,,,,,
20:19:06,0.89,12,,,,,,
20:19:07,0.89,12,,,,,,
20:19:08,0.89,12,7,,0,3,0,0
20:19:09,0.89,12,,,,,,
20:19:10,0.89,12,,,,,,
20:19:11,0.89,12,,,,,,
20:19:12,0.89,12,,,,,,
20:19:13,0.89,12,7,,0,3,0,0
20:19:14,0.89,12,,,,,,
20:19:15,0.89,12,,,,,,
20:19:16,0.89,12,,,,,,
20:19:17,0.89,12,,,,,,
20:19:18,0.89,12,7,,0,3,0,0
20:19:19,0.89,12,,,,,,
20:19:20,0.89,12,,,,,,
20:19:21,0.89,12,,,,,,
20:19:22,0.89,12,,,,,,
20:19:23,0.89,12,7,,0,3,0,0
20:19:24,0.89,12,,,,,,
20:19:25,0.89,12,,,,,,
20:19:26,0.89,12,,,,,,
20:19:27,0.89,12,,,,,,
20:19:28,0.89,12,7,,0,3,0,0
20:19:29,0.89,12,,,,,,
20:19:30,0.89,12,,,,,,
20:19:31,0.89,12,,,,,,
20:19:32,0.89,12,,,,,,
20:19:33,0.89,12,7,,0,3,0,0
20:19:34,0.88,13,,,,,,
20:19:35,0.88,13,,,,,,
20:19:36,0.88,13,,,,,,
20:19:37,0.88,13,,,,,,
20:19:38,0.88,13,7,,0,3,0,0
20:19:39,0.88,13,,,,,,
20:19:40,0.88,13,,,,,,
20:19:41,0.88,13,,,,,,
20:19:42,0.88,13,,,,,,
20:19:43,0.88,13,7,,0,3,0,0
20:19:44,0.88,13,,,,,,
20:19:45,0.88,13,,,,,,
20:19:46,0.88,13,,,,,,
20:19:47,0.88,13,,,,,,
20:19:48,0.88,13,7,,0,3,0,0
20:19:49,0.88,13,,,,,,
20:19:50,0.88,13,,,,,,
20:19:51,1.01,12,,,,,,
20:19:52,1.01,12,,,,,,
20:19:53,1.01,12,7,,0,3,0,0
20:19:54,1.01,12,,,,,,
20:19:55,1.01,12,,,,,,
20:19:56,1.01,12,,,,,,
20:19:57,1.01,12,,,,,,
20:19:58,1.01,12,7,,0,3,0,0
20:19:59,1.01,12,,,,,,
20:20:00,1.01,12,,,,,,
20:20:01,1.01,12,,,,,,
20:20:02,1.01,12,,,,,,
20:20:03,1.01,12,7,,0,3,0,0
20:20:04,1.01,12,,,,,,
20:20:05,1.01,12,,,,,,
20:20:06,1.01,12,,,,,,
20:20:07,1.01,12,,,,,,
20:20:08,1.01,12,7,,0,3,0,0
20:20:09,1.01,12,,,,,,
20:20:10,1.01,12,,,,,,
20:20:11,1.01,12,,,,,,
20:20:12,1.01,12,,,,,,
20:20:13,1.01,12,7,,0,3,0,0
20:20:14,1.01,12,,,,,,
20:20:15,1.01,12,,,,,,
20:20:16,1.01,12,,,,,,
20:20:17,1.01,12,,,,,,
20:20:18,1.01,12,7,,0,3,0,0
20:20:19,1.01,12,,,,,,
20:20:20,1.01,12,,,,,,
20:20:21,1.01,12,,,,,,
20:20:22,1.01,12,,,,,,
20:20:23,1.01,12,7,,0,3,0,0
20:20:24,1.01,12,,,,,,
20:20:25,1.01,12,,,,,,
20:20:26,1.01,12,,,,,,
20:20:27,1.01,12,,,,,,
20:20:28,1.01,12,7,,0,3,0,0
20:20:29,1.01,12,,,,,,
20:20:30,1.01,12,,,,,,
20:20:31,1.01,12,,,,,,
20:20:32,1.01,12,,,,,,
20:20:33,1.01,12,7,,0,3,0,0
20:20:34,1.01,12,,,,,,
20:20:35,1.01,12,,,,,,
20:20:36,1.01,12,,,,,,
20:20:37,1.01,12,,,,,,
20:20:38,0.88,13,7,,0,3,0,0
20:20:39,0.88,13,,,,,,
20:20:40,0.89,13,,,,,,
20:20:41,0.89,13,,,,,,
20:20:42,0.88,13,,,,,,
20:20:43,0.89,13,7,,0,3,0,0
20:20:44,0.89,13,,,,,,
20:20:45,0.89,13,,,,,,
20:20:46,0.89,13,,,,,,
20:20:47,0.89,13,,,,,,
20:20:48,0.89,13,7,,0,3,0,0
20:20:49,0.89,13,,,,,,
20:20:50,0.89,13,,,,,,
20:20:51,0.89,13,,,,,,
20:20:52,0.89,13,,,,,,
20:20:53,0.89,13,7,,0,3,0,0
20:20:54,0.89,13,,,,,,
20:20:55,0.89,13,,,,,,
20:20:56,0.89,13,,,,,,
20:20:57,0.89,13,,,,,,
20:20:58,0.89,13,7,,0,3,0,0
20:20:59,0.89,13,,,,,,
20:21:00,0.89,13,,,,,,
20:21:01,0.89,13,,,,,,
20:21:02,0.89,13,,,,,,
20:21:03,0.89,13,7,,0,3,0,0
20:21:04,0.89,13,,,,,,
20:21:05,0.89,13,,,,,,
20:21:06,0.89,13,,,,,,
20:21:07,0.89,13,,,,,,
20:21:08,0.89,13,7,,0,3,0,0
20:21:09,0.89,13,,,,,,
20:21:10,0.89,13,,,,,,
20:21:11,0.89,13,,,,,,
20:21:12,0.89,13,,,,,,
20:21:13,0.89,13,7,,0,3,0,0
20:21:14,0.89,13,,,,,,
20:21:15,0.89,13,,,,,,
20:21:16,0.89,13,,,,,,
20:21:17,0.89,13,,,,,,
20:21:18,0.89,13,7,,0,3,0,0
20:21:19,0.89,13,,,,,,
20:21:20,0.89,13,,,,,,
20:21:21,0.89,13,,,,,,
20:21:22,0.89,13,,,,,,
20:21:23,0.89,13,7,,0,3,0,0
20:21:24,0.94,12,,,,,,
20:21:25,1.03,11,,,,,,
20:21:26,1.03,11,,,,,,
20:21:27,0.94,12,,,,,,
20:21:28,0.94,12,7,,0,3,0,0
20:21:29,1.03,11,,,,,,
20:21:30,1.03,11,,,,,,
20:21:31,1.03,11,,,,,,
20:21:32,1.03,11,,,,,,
20:21:33,1.03,11,7,,0,3,0,0
20:21:34,1.03,11,,,,,,
20:21:35,1.03,11,,,,,,
20:21:36,1.03,11,,,,,,
20:21:37,1.03,11,,,,,,
20:21:38,1.03,11,7,,0,3,0,0
20:21:39,1.03,11,,,,,,
20:21:40,0.89,12,,,,,,
20:21:41,0.89,12,,,,,,
20:21:42,0.89,12,,,,,,
20:21:43,0.89,12,7,,0,3,0,0
20:21:44,0.89,12,,,,,,
20:21:45,0.89,12,,,,,,
20:21:46,0.89,12,,,,,,
20:21:47,0.86,13,,,,,,
20:21:48,0.86,13,7,,0,3,0,0
20:21:49,0.86,13,,,,,,
20:21:50,0.89,12,,,,,,
20:21:51,0.89,12,,,,,,
20:21:52,0.86,13,,,,,,
20:21:53,0.86,13,7,,0,3,0,0
20:21:54,0.86,13,,,,,,
20:21:55,0.86,13,,,,,,
20:21:56,0.94,12,,,,,,
20:21:57,0.94,12,,,,,,
20:21:58,0.94,12,7,,0,3,0,0
20:21:59,0.94,12,,,,,,
20:22:00,0.89,13,,,,,,
20:22:01,0.89,13,,,,,,
20:22:02,0.89,13,,,,,,
20:22:03,0.89,13,7,,0,3,0,0
20:22:04,0.89,13,,,,,,
20:22:05,0.89,13,,,,,,
20:22:06,0.89,13,,,,,,
20:22:07,0.89,13,,,,,,
20:22:08,0.89,13,7,,0,3,0,0
20:22:09,0.82,14,,,,,,
20:22:10,0.84,13,,,,,,
20:22:11,0.84,13,,,,,,
20:22:12,0.84,13,,,,,,
20:22:13,0.84,13,7,,0,3,0,0
20:22:14,0.84,13,,,,,,
20:22:15,0.84,13,,,,,,
20:22:16,0.84,13,,,,,,
20:22:17,0.84,13,,,,,,
20:22:18,0.82,14,7,,0,3,0,0
20:22:19,0.82,14,,,,,,
20:22:20,0.82,14,,,,,,
20:22:21,0.82,14,,,,,,
20:22:22,0.82,14,,,,,,
20:22:23,0.84,13,7,,0,3,0,0
20:22:24,0.94,12,,,,,,
20:22:25,0.94,12,,,,,,
20:22:26,0.94,12,,,,,,
20:22:27,0.84,13,,,,,,
20:22:28,0.84,13,7,,0,3,0,0
20:22:29,0.84,13,,,,,,
20:22:30,0.94,12,,,,,,
20:22:31,0.94,12,,,,,,
20:22:32,0.94,12,,,,,,
20:22:33,0.94,12,7,,0,3,0,0
20:22:34,0.94,12,,,,,,
20:22:35,0.94,12,,,,,,
20:22:36,0.94,12,,,,,,
20:22:37,0.94,12,,,,,,
20:22:38,0.94,12,7,,0,3,0,0
20:22:39,0.94,12,,,,,,
20:22:40,0.94,12,,,,,,
20:22:41,0.94,12,,,,,,
20:22:42,0.94,12,,,,,,
20:22:43,0.94,12,7,,0,3,0,0
20:22:44,0.94,12,,,,,,
20:22:45,0.94,12,,,,,,
20:22:46,0.94,12,,,,,,
20:22:47,0.94,12,,,,,,
20:22:48,0.94,12,7,,0,3,0,0
20:22:49,0.94,12,,,,,,
20:22:50,0.94,12,,,,,,
20:22:51,0.94,12,,,,,,
20:22:52,0.94,12,,,,,,
20:22:53,0.94,12,7,,0,3,0,0
20:22:54,0.89,13,,,,,,
20:22:55,0.89,13,,,,,,
20:22:56,0.89,13,,,,,,
20:22:57,0.89,13,,,,,,
20:22:58,0.89,13,7,,0,3,0,0
20:22:59,0.89,13,,,,,,
20:23:00,0.89,13,,,,,,
20:23:01,0.89,13,,,,,,
20:23:02,0.89,13,,,,,,
20:23:03,0.89,13,7,,0,3,0,0
20:23:04,0.89,13,,,,,,
20:23:05,0.89,13,,,,,,
20:23:06,0.89,13,,,,,,
20:23:07,0.89,13,,,,,,
20:23:08,0.89,13,7,,0,3,0,0
20:23:09,0.89,13,,,,,,
20:23:10,0.89,13,,,,,,
20:23:11,0.89,13,,,,,,
20:23:12,0.89,13,,,,,,
20:23:13,0.89,13,7,,0,3,0,0
20:23:14,0.89,13,,,,,,
20:23:15,0.89,13,,,,,,
20:23:16,0.94,12,,,,,,
20:23:17,0.89,13,,,,,,
20:23:18,0.89,13,7,,0,3,0,0
20:23:19,0.89,13,,,,,,
20:23:20,0.89,13,,,,,,
20:23:21,0.89,13,,,,,,
20:23:22,0.89,13,,,,,,
20:23:23,0.9,12,7,,0,3,0,0
20:23:24,0.9,12,,,,,,
20:23:25,0.9,12,,,,,,
20:23:26,0.9,12,,,,,,
20:23:27,0.9,12,,,,,,
20:23:28,0.9,12,7,,0,3,0,0
20:23:29,0.9,12,,,,,,
20:23:30,0.9,12,,,,,,
20:23:31,0.9,12,,,,,,
20:23:32,0.9,12,,,,,,
20:23:33,0.9,12,7,,0,3,0,0
20:23:34,0.9,12,,,,,,
20:23:35,1.03,11,,,,,,
20:23:36,1.03,11,,,,,,
20:23:37,1.03,11,,,,,,
20:23:38,1.03,11,7,,0,3,0,0
20:23:39,1.03,11,,,,,,
20:23:40,1.03,11,,,,,,
20:23:41,1.03,11,,,,,,
20:23:42,1.03,11,,,,,,
20:23:43,1.02,12,7,,0,3,0,0
20:23:44,1.02,12,,,,,,
20:23:45,1.02,12,,,,,,
20:23:46,1.02,12,,,,,,
20:23:47,1.02,12,,,,,,
20:23:48,1.02,12,8,,0,4,0,0
20:23:49,1.02,12,,,,,,
20:23:50,1.02,12,,,,,,
20:23:51,1.02,12,,,,,,
20:23:52,1.02,12,,,,,,
20:23:53,1.02,12,7,,0,3,0,0
20:23:54,1.02,12,,,,,,
20:23:55,1.02,12,,,,,,
20:23:56,1.02,12,,,,,,
20:23:57,1.02,12,,,,,,
20:23:58,1.02,12,8,,0,4,0,0
20:23:59,1.02,12,,,,,,
20:24:00,1.02,12,,,,,,
20:24:01,1.02,12,,,,,,
20:24:02,1.02,12,,,,,,
20:24:03,1.02,12,7,,0,3,0,0
20:24:04,1.02,13,,,,,,
20:24:05,1.02,13,,,,,,
20:24:06,1.02,13,,,,,,
20:24:07,1.02,13,,,,,,
20:24:08,1.02,13,7,,0,3,0,0
20:24:09,1.02,13,,,,,,
20:24:10,1.02,13,,,,,,
20:24:11,1.02,13,,,,,,
20:24:12,1.02,13,,,,,,
20:24:13,1.02,13,7,,0,3,0,0
20:24:14,1.02,13,,,,,,
20:24:15,1.02,13,,,,,,
20:24:16,1.02,13,,,,,,
20:24:17,1.02,13,,,,,,
20:24:18,1.02,13,7,,0,3,0,0
20:24:19,1.02,13,,,,,,
20:24:20,1.02,13,,,,,,
20:24:21,1.02,13,,,,,,
20:24:22,1.02,13,,,,,,
20:24:23,0.87,14,7,,0,3,0,0
20:24:24,0.87,14,,,,,,
20:24:25,0.87,14,,,,,,
20:24:26,0.87,14,,,,,,
20:24:27,0.87,14,,,,,,
20:24:28,0.87,14,7,,0,3,0,0
20:24:29,0.87,13,,,,,,
20:24:30,0.87,13,,,,,,
20:24:31,0.87,13,,,,,,
20:24:32,0.87,13,,,,,,
20:24:33,0.87,13,7,,0,3,0,0
20:24:34,0.87,13,,,,,,
20:24:35,0.87,13,,,,,,
20:24:36,0.87,13,,,,,,
20:24:37,0.87,13,,,,,,
20:24:38,0.87,13,7,,0,3,0,0
20:24:39,0.87,13,,,,,,
20:24:40,0.87,13,,,,,,
20:24:41,0.87,13,,,,,,
20:24:42,0.87,13,,,,,,
20:24:43,0.87,13,7,,0,3,0,0
20:24:44,0.87,13,,,,,,
20:24:45,0.87,13,,,,,,
20:24:46,0.87,13,,,,,,
20:24:47,0.87,13,,,,,,
20:24:48,0.87,13,7,,0,3,0,0
20:24:49,0.87,13,,,,,,
20:24:50,0.82,14,,,,,,
20:24:51,0.82,14,,,,,,
20:24:52,0.82,14,,,,,,
20:24:53,0.82,14,7,,0,3,0,0
20:24:54,0.82,14,,,,,,
20:24:55,0.82,14,,,,,,
20:24:56,0.82,14,,,,,,
20:24:57,0.83,13,,,,,,
20:24:58,0.83,13,7,,0,3,0,0
20:24:59,0.82,14,,,,,,
20:25:00,0.82,14,,,,,,
20:25:01,0.82,14,,,,,,
20:25:02,0.82,14,,,,,,
20:25:03,0.82,14,7,,0,3,0,0
20:25:04,0.82,14,,,,,,
20:25:05,0.82,14,,,,,,
20:25:06,0.82,14,,,,,,
20:25:07,0.82,14,,,,,,
20:25:08,0.82,14,7,,0,3,0,0
20:25:09,0.83,13,,,,,,
20:25:10,0.83,13,,,,,,
20:25:11,0.83,13,,,,,,
20:25:12,0.83,13,,,,,,
20:25:13,0.83,13,7,,0,3,0,0
20:25:14,0.83,13,,,,,,
20:25:15,0.83,13,,,,,,
20:25:16,0.83,13,,,,,,
20:25:17,0.83,13,,,,,,
20:25:18,0.83,13,7,,0,3,0,0
20:25:19,0.83,13,,,,,,
20:25:20,0.83,13,,,,,,
20:25:21,0.83,13,,,,,,
20:25:22,0.83,13,,,,,,
20:25:23,0.83,13,7,,0,3,0,0
20:25:24,0.83,13,,,,,,
20:25:25,0.83,13,,,,,,
20:25:26,0.83,13,,,,,,
20:25:27,0.83,13,,,,,,
20:25:28,0.83,13,7,,0,3,0,0
20:25:29,0.83,13,,,,,,
20:25:30,0.82,14,,,,,,
20:25:31,0.82,14,,,,,,
20:25:32,0.82,14,,,,,,
20:25:33,0.82,14,7,,0,3,0,0
20:25:34,0.82,14,,,,,,
20:25:35,0.82,14,,,,,,
20:25:36,0.82,14,,,,,,
20:25:37,0.82,14,,,,,,
20:25:38,0.82,14,7,,0,3,0,0
20:25:39,0.82,14,,,,,,
20:25:40,0.82,14,,,,,,
20:25:41,0.82,14,,,,,,
20:25:42,0.82,14,,,,,,
20:25:43,0.82,14,7,,0,3,0,0
20:25:44,0.82,14,,,,,,
20:25:45,0.82,14,,,,,,
20:25:46,0.82,14,,,,,,
20:25:47,0.82,14,,,,,,
20:25:48,0.82,14,7,,0,3,0,0
20:25:49,0.82,14,,,,,,
20:25:50,0.82,14,,,,,,
20:25:51,0.82,14,,,,,,
20:25:52,0.82,14,,,,,,
20:25:53,0.82,14,8,,0,4,0,0
20:25:54,0.82,14,,,,,,
20:25:55,0.82,14,,,,,,
20:25:56,0.82,14,,,,,,
20:25:57,0.82,14,,,,,,
20:25:58,0.82,14,7,,0,3,0,0
20:25:59,0.82,14,,,,,,
20:26:00,0.82,14,,,,,,
20:26:01,0.82,14,,,,,,
20:26:02,0.82,14,,,,,,
20:26:03,0.82,14,7,,0,3,0,0
20:26:04,0.82,14,,,,,,
20:26:05,0.82,14,,,,,,
20:26:06,0.82,14,,,,,,
20:26:07,0.82,14,,,,,,
20:26:08,0.82,14,7,,0,3,0,0
20:26:09,0.82,14,,,,,,
20:26:10,0.82,14,,,,,,
20:26:11,0.82,14,,,,,,
20:26:12,0.83,13,,,,,,
20:26:13,0.83,13,7,,0,3,0,0
20:26:14,0.83,13,,,,,,
20:26:15,0.83,13,,,,,,
20:26:16,0.83,13,,,,,,
20:26:17,0.83,13,,,,,,
20:26:18,0.83,13,7,,0,3,0,0
20:26:19,0.83,13,,,,,,
20:26:20,0.83,13,,,,,,
20:26:21,0.83,13,,,,,,
20:26:22,0.83,13,,,,,,
20:26:23,0.83,13,7,,0,3,0,0
20:26:24,0.83,13,,,,,,
20:26:25,0.83,13,,,,,,
20:26:26,0.83,13,,,,,,
20:26:27,0.82,14,,,,,,
20:26:28,0.82,14,7,,0,3,0,0
20:26:29,0.82,14,,,,,,
20:26:30,0.82,14,,,,,,
20:26:31,0.82,14,,,,,,
20:26:32,0.82,14,,,,,,
20:26:33,0.82,14,7,,0,3,0,0
20:26:34,0.82,14,,,,,,
20:26:35,0.82,14,,,,,,
20:26:36,0.82,14,,,,,,
20:26:37,0.82,14,,,,,,
20:26:38,0.82,14,7,,0,3,0,0
20:26:39,0.82,14,,,,,,
20:26:40,0.82,14,,,,,,
20:26:41,0.82,14,,,,,,
20:26:42,0.82,14,,,,,,
20:26:43,0.82,14,7,,0,3,0,0
20:26:44,0.82,14,,,,,,
20:26:45,0.82,14,,,,,,
20:26:46,0.82,14,,,,,,
20:26:47,0.82,14,,,,,,
20:26:48,0.82,14,8,,0,4,0,0
20:26:49,0.82,14,,,,,,
20:26:50,0.82,14,,,,,,
20:26:51,0.82,14,,,,,,
20:26:52,0.82,14,,,,,,
20:26:53,0.82,14,7,,0,3,0,0
20:26:54,0.82,14,,,,,,
20:26:55,0.82,14,,,,,,
20:26:56,0.82,14,,,,,,
20:26:57,0.82,14,,,,,,
20:26:58,0.82,14,7,,0,3,0,0
20:26:59,0.82,14,,,,,,
20:27:00,0.82,14,,,,,,
20:27:01,0.82,14,,,,,,
20:27:02,0.82,14,,,,,,
20:27:03,0.82,14,7,,0,3,0,0
20:27:04,0.87,13,,,,,,
20:27:05,0.87,13,,,,,,
20:27:06,0.87,13,,,,,,
20:27:07,0.87,13,,,,,,
20:27:08,0.87,13,7,,0,3,0,0
20:27:09,0.82,14,,,,,,
20:27:10,0.82,14,,,,,,
20:27:11,0.87,13,,,,,,
20:27:12,0.87,13,,,,,,
20:27:13,0.87,13,7,,0,3,0,0
20:27:14,0.87,13,,,,,,
20:27:15,0.87,13,,,,,,
20:27:16,0.87,13,,,,,,
20:27:17,1.02,12,,,,,,
20:27:18,1.02,12,7,,0,3,0,0
20:27:19,1.02,12,,,,,,
20:27:20,0.87,13,,,,,,
20:27:21,0.87,13,,,,,,
20:27:22,0.87,13,,,,,,
20:27:23,0.87,13,7,,0,3,0,0
20:27:24,0.87,13,,,,,,
20:27:25,0.87,13,,,,,,
20:27:26,0.87,13,,,,,,
20:27:27,0.87,13,,,,,,
20:27:28,0.87,13,7,,0,3,0,0
20:27:29,0.87,13,,,,,,
20:27:30,0.87,13,,,,,,
20:27:31,0.87,13,,,,,,
20:27:32,0.87,13,,,,,,
20:27:33,1.02,12,7,,0,3,0,0
20:27:34,1.02,12,,,,,,
20:27:35,0.87,13,,,,,,
20:27:36,0.87,13,,,,,,
20:27:37,0.87,13,,,,,,
20:27:38,0.87,13,7,,0,3,0,0
20:27:39,0.87,13,,,,,,
20:27:40,0.87,13,,,,,,
20:27:41,0.87,13,,,,,,
20:27:42,0.87,13,,,,,,
20:27:43,0.82,14,7,,0,3,0,0
20:27:44,0.82,14,,,,,,
20:27:45,0.82,14,,,,,,
20:27:46,0.89,13,,,,,,
20:27:47,0.89,13,,,,,,
20:27:48,0.89,13,8,,0,4,0,0
20:27:49,0.89,13,,,,,,
20:27:50,0.89,13,,,,,,
20:27:51,0.93,12,,,,,,
20:27:52,0.89,13,,,,,,
20:27:53,0.89,13,7,,0,3,0,0
20:27:54,0.89,13,,,,,,
20:27:55,0.89,13,,,,,,
20:27:56,0.89,13,,,,,,
20:27:57,0.89,13,,,,,,
20:27:58,0.89,13,7,,0,3,0,0
20:27:59,0.89,13,,,,,,
20:28:00,0.89,13,,,,,,
20:28:01,0.89,13,,,,,,
20:28:02,0.89,13,,,,,,
20:28:03,0.89,13,7,,0,3,0,0
20:28:04,0.89,13,,,,,,
20:28:05,0.89,13,,,,,,
20:28:06,0.89,13,,,,,,
20:28:07,0.89,13,,,,,,
20:28:08,0.89,13,7,,0,3,0,0
20:28:09,0.89,13,,,,,,
20:28:10,0.89,13,,,,,,
20:28:11,0.89,13,,,,,,
20:28:12,0.89,13,,,,,,
20:28:13,0.89,13,7,,0,3,0,0
20:28:14,0.89,13,,,,,,
20:28:15,0.89,13,,,,,,
20:28:16,0.89,13,,,,,,
20:28:17,0.89,13,,,,,,
20:28:18,0.89,13,7,,0,3,0,0
20:28:19,0.89,13,,,,,,
20:28:20,0.89,13,,,,,,
20:28:21,0.89,13,,,,,,
20:28:22,0.89,13,,,,,,
20:28:23,0.89,13,7,,0,3,0,0
20:28:24,0.89,13,,,,,,
20:28:25,0.89,13,,,,,,
20:28:26,0.89,13,,,,,,
20:28:27,0.89,13,,,,,,
20:28:28,0.89,13,7,,0,3,0,0
20:28:29,0.89,13,,,,,,
20:28:30,1.02,12,,,,,,
20:28:31,1.02,12,,,,,,
20:28:32,1.02,12,,,,,,
20:28:33,1.02,12,8,,0,4,0,0
20:28:34,1.02,12,,,,,,
20:28:35,1.02,12,,,,,,
20:28:36,1.02,12,,,,,,
20:28:37,1.02,12,,,,,,
20:28:38,1.02,12,7,,0,3,0,0
20:28:39,1.02,12,,,,,,
20:28:40,1.02,12,,,,,,
20:28:41,1.02,12,,,,,,
20:28:42,1.02,12,,,,,,
20:28:43,1.02,12,7,,0,3,0,0
20:28:44,1.02,12,,,,,,
20:28:45,1.02,12,,,,,,
20:28:46,1.02,12,,,,,,
20:28:47,1.02,12,,,,,,
20:28:48,0.89,13,7,,0,3,0,0
20:28:49,0.89,13,,,,,,
20:28:50,0.89,13,,,,,,
20:28:51,0.89,13,,,,,,
20:28:52,0.89,13,,,,,,
20:28:53,0.89,13,7,,0,3,0,0
20:28:54,0.89,13,,,,,,
20:28:55,0.89,13,,,,,,
20:28:56,0.89,13,,,,,,
20:28:57,0.89,13,,,,,,
20:28:58,0.89,13,7,,0,3,0,0
20:28:59,0.89,13,,,,,,
20:29:00,0.89,13,,,,,,
20:29:01,0.89,13,,,,,,
20:29:02,0.89,13,,,,,,
20:29:03,0.89,13,7,,0,3,0,0
20:29:04,0.89,13,,,,,,
20:29:05,0.89,13,,,,,,
20:29:06,0.89,13,,,,,,
20:29:07,0.89,13,,,,,,
20:29:08,0.89,13,7,,0,3,0,0
20:29:09,0.89,13,,,,,,
20:29:10,0.89,13,,,,,,
20:29:11,0.89,13,,,,,,
20:29:12,0.89,13,,,,,,
20:29:13,0.89,13,7,,0,3,0,0
20:29:14,0.89,13,,,,,,
20:29:15,0.89,13,,,,,,
20:29:16,0.89,13,,,,,,
20:29:17,0.89,13,,,,,,
20:29:18,0.89,13,7,,0,3,0,0
20:29:19,0.89,13,,,,,,
20:29:20,0.89,13,,,,,,
20:29:21,0.89,13,,,,,,
20:29:22,0.89,13,,,,,,
20:29:23,0.89,13,7,,0,3,0,0
20:29:24,0.89,13,,,,,,
20:29:25,0.89,13,,,,,,
20:29:26,0.89,13,,,,,,
20:29:27,0.89,13,,,,,,
20:29:28,0.9,12,7,,0,3,0,0
20:29:29,0.9,12,,,,,,
20:29:30,0.9,12,,,,,,
20:29:31,0.9,12,,,,,,
20:29:32,0.9,12,,,,,,
20:29:33,0.9,12,7,,0,3,0,0
20:29:34,0.9,12,,,,,,
20:29:35,0.9,12,,,,,,
20:29:36,0.9,12,,,,,,
20:29:37,0.9,12,,,,,,
20:29:38,0.9,12,7,,0,3,0,0
20:29:39,0.9,12,,,,,,
20:29:40,0.9,12,,,,,,
20:29:41,0.9,12,,,,,,
20:29:42,0.9,12,,,,,,
20:29:43,0.9,12,7,,0,3,0,0
20:29:44,0.9,12,,,,,,
20:29:45,0.9,12,,,,,,
20:29:46,0.89,13,,,,,,
20:29:47,0.89,13,,,,,,
20:29:48,0.89,13,7,,0,3,0,0
20:29:49,0.89,13,,,,,,
20:29:50,0.89,13,,,,,,
20:29:51,0.89,13,,,,,,
20:29:52,0.89,13,,,,,,
20:29:53,0.89,13,7,,0,3,0,0
20:29:54,0.89,13,,,,,,
20:29:55,0.89,13,,,,,,
20:29:56,0.89,13,,,,,,
20:29:57,0.89,13,,,,,,
20:29:58,0.89,13,7,,0,3,0,0
20:29:59,0.89,13,,,,,,
20:30:00,0.89,13,,,,,,
20:30:01,0.89,13,,,,,,
20:30:02,0.89,13,,,,,,
20:30:03,0.89,13,7,,0,3,0,0
20:30:04,0.89,13,,,,,,
20:30:05,0.89,13,,,,,,
20:30:06,0.89,13,,,,,,
20:30:07,0.89,13,,,,,,
20:30:08,0.89,13,7,,0,3,0,0
20:30:09,0.89,13,,,,,,
20:30:10,0.89,13,,,,,,
20:30:11,0.89,13,,,,,,
20:30:12,0.89,13,,,,,,
20:30:13,0.89,13,7,,0,3,0,0
20:30:14,0.89,13,,,,,,
20:30:15,0.89,13,,,,,,
20:30:16,0.89,13,,,,,,
20:30:17,0.89,13,,,,,,
20:30:18,0.89,13,8,,0,4,0,0
20:30:19,0.89,13,,,,,,
20:30:20,0.89,13,,,,,,
20:30:21,0.89,13,,,,,,
20:30:22,0.89,13,,,,,,
20:30:23,0.89,13,7,,0,3,0,0
20:30:24,0.89,13,,,,,,
20:30:25,0.89,13,,,,,,
20:30:26,0.89,13,,,,,,
20:30:27,0.89,13,,,,,,
20:30:28,0.89,13,7,,0,3,0,0
20:30:29,0.89,13,,,,,,
20:30:30,0.89,13,,,,,,
20:30:31,0.89,13,,,,,,
20:30:32,0.89,13,,,,,,
20:30:33,0.89,13,7,,0,3,0,0
20:30:34,0.89,13,,,,,,
20:30:35,0.89,13,,,,,,
20:30:36,0.89,13,,,,,,
20:30:37,0.89,13,,,,,,
20:30:38,0.89,13,7,,0,3,0,0
20:30:39,0.89,13,,,,,,
20:30:40,0.89,13,,,,,,
20:30:41,0.89,13,,,,,,
20:30:42,0.89,13,,,,,,
20:30:43,0.89,13,7,,0,3,0,0
20:30:44,0.89,13,,,,,,
20:30:45,0.89,13,,,,,,
20:30:46,0.89,13,,,,,,
20:30:47,0.89,13,,,,,,
20:30:48,0.95,12,7,,0,3,0,0
20:30:49,0.95,12,,,,,,
20:30:50,0.95,12,,,,,,
20:30:51,0.95,12,,,,,,
20:30:52,0.95,12,,,,,,
20:30:53,0.95,12,7,,0,3,0,0
20:30:54,0.95,12,,,,,,
20:30:55,0.95,12,,,,,,
20:30:56,0.95,12,,,,,,
20:30:57,0.95,12,,,,,,
20:30:58,0.95,12,7,,0,3,0,0
20:30:59,0.95,12,,,,,,
20:31:00,0.95,12,,,,,,
20:31:01,0.95,12,,,,,,
20:31:02,0.95,12,,,,,,
20:31:03,0.95,12,7,,0,3,0,0
